Model: SAM2
  miou
    Rotation(-30)|sev3: mean=3.0153 (n=4952)
    TextOverlay|sev3: mean=4.6040 (n=4952)
    BoxOverlay|sev3: mean=5.2954 (n=4952)
    RandomText|sev3: mean=4.5769 (n=4952)
    LowPassKeep(0.38)|sev3: mean=4.5699 (n=4952)
    HighPassKeep(0.38)|sev3: mean=1.7538 (n=4952)
    LowBandNoise(0.38)|sev3: mean=4.5543 (n=4952)
    HighBandNoise(0.38)|sev3: mean=4.5222 (n=4952)
    AllBandNoise(0.38)|sev3: mean=4.5398 (n=4952)
  concept_recall
    Base|sev0: mean=0.7066 (n=6250)
    Translation(+4)|sev1: mean=0.7078 (n=6250)
    Translation(-4)|sev1: mean=0.7074 (n=6250)
    PadCrop(+4)|sev1: mean=0.7075 (n=6250)
    PadCrop(-4)|sev1: mean=0.7078 (n=6250)
    Scale(0.95)|sev1: mean=0.7069 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=0.7104 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=0.7094 (n=6250)
    Rotation(+10)|sev1: mean=0.7078 (n=6250)
    Rotation(-10)|sev1: mean=0.7072 (n=6250)
    TextOverlay|sev1: mean=0.7037 (n=6250)
    BoxOverlay|sev1: mean=0.6283 (n=6250)
    RandomText|sev1: mean=0.7034 (n=6250)
    LowPassKeep(0.18)|sev1: mean=0.6968 (n=6250)
    HighPassKeep(0.18)|sev1: mean=0.5155 (n=6250)
    LowBandNoise(0.18)|sev1: mean=0.7053 (n=6250)
    HighBandNoise(0.18)|sev1: mean=0.7066 (n=6250)
    AllBandNoise(0.18)|sev1: mean=0.7072 (n=6250)
    Translation(+8)|sev2: mean=0.7102 (n=6250)
    Translation(-8)|sev2: mean=0.7106 (n=6250)
    PadCrop(+8)|sev2: mean=0.7114 (n=6250)
    PadCrop(-8)|sev2: mean=0.7080 (n=6250)
    Scale(0.90)|sev2: mean=0.7070 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=0.7123 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=0.7099 (n=6250)
    Rotation(+20)|sev2: mean=0.7008 (n=6250)
    Rotation(-20)|sev2: mean=0.7011 (n=6250)
    TextOverlay|sev2: mean=0.7035 (n=6250)
    BoxOverlay|sev2: mean=0.5638 (n=6250)
    RandomText|sev2: mean=0.7030 (n=6250)
    LowPassKeep(0.28)|sev2: mean=0.7054 (n=6250)
    HighPassKeep(0.28)|sev2: mean=0.4186 (n=6250)
    LowBandNoise(0.28)|sev2: mean=0.7058 (n=6250)
    HighBandNoise(0.28)|sev2: mean=0.7078 (n=6250)
    AllBandNoise(0.28)|sev2: mean=0.7064 (n=6250)
    Translation(+12)|sev3: mean=0.7106 (n=6250)
    Translation(-12)|sev3: mean=0.7106 (n=6250)
    PadCrop(+12)|sev3: mean=0.7112 (n=6250)
    PadCrop(-12)|sev3: mean=0.7062 (n=6250)
    Scale(0.85)|sev3: mean=0.7067 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=0.7118 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=0.7125 (n=6250)
    Rotation(+30)|sev3: mean=0.6946 (n=6250)
    Rotation(-30)|sev3: mean=0.6965 (n=6250)
    TextOverlay|sev3: mean=0.7027 (n=6250)
    BoxOverlay|sev3: mean=0.4842 (n=6250)
    RandomText|sev3: mean=0.7006 (n=6250)
    LowPassKeep(0.38)|sev3: mean=0.7085 (n=6250)
    HighPassKeep(0.38)|sev3: mean=0.2270 (n=6250)
    LowBandNoise(0.38)|sev3: mean=0.7069 (n=6250)
    HighBandNoise(0.38)|sev3: mean=0.7077 (n=6250)
    AllBandNoise(0.38)|sev3: mean=0.7072 (n=6250)
  false_positive
    Base|sev0: mean=0.1174 (n=6250)
    Translation(+4)|sev1: mean=0.1155 (n=6250)
    Translation(-4)|sev1: mean=0.1161 (n=6250)
    PadCrop(+4)|sev1: mean=0.1153 (n=6250)
    PadCrop(-4)|sev1: mean=0.1142 (n=6250)
    Scale(0.95)|sev1: mean=0.1150 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=0.1027 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=0.1099 (n=6250)
    Rotation(+10)|sev1: mean=0.1040 (n=6250)
    Rotation(-10)|sev1: mean=0.1012 (n=6250)
    TextOverlay|sev1: mean=0.1185 (n=6250)
    BoxOverlay|sev1: mean=0.1941 (n=6250)
    RandomText|sev1: mean=0.1187 (n=6250)
    LowPassKeep(0.18)|sev1: mean=0.0973 (n=6250)
    HighPassKeep(0.18)|sev1: mean=0.0420 (n=6250)
    LowBandNoise(0.18)|sev1: mean=0.1172 (n=6250)
    HighBandNoise(0.18)|sev1: mean=0.1154 (n=6250)
    AllBandNoise(0.18)|sev1: mean=0.1154 (n=6250)
    Translation(+8)|sev2: mean=0.1093 (n=6250)
    Translation(-8)|sev2: mean=0.1142 (n=6250)
    PadCrop(+8)|sev2: mean=0.1065 (n=6250)
    PadCrop(-8)|sev2: mean=0.1127 (n=6250)
    Scale(0.90)|sev2: mean=0.1154 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=0.1047 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=0.1086 (n=6250)
    Rotation(+20)|sev2: mean=0.0999 (n=6250)
    Rotation(-20)|sev2: mean=0.0972 (n=6250)
    TextOverlay|sev2: mean=0.1194 (n=6250)
    BoxOverlay|sev2: mean=0.2544 (n=6250)
    RandomText|sev2: mean=0.1187 (n=6250)
    LowPassKeep(0.28)|sev2: mean=0.1027 (n=6250)
    HighPassKeep(0.28)|sev2: mean=0.0260 (n=6250)
    LowBandNoise(0.28)|sev2: mean=0.1158 (n=6250)
    HighBandNoise(0.28)|sev2: mean=0.1144 (n=6250)
    AllBandNoise(0.28)|sev2: mean=0.1157 (n=6250)
    Translation(+12)|sev3: mean=0.1101 (n=6250)
    Translation(-12)|sev3: mean=0.1132 (n=6250)
    PadCrop(+12)|sev3: mean=0.1064 (n=6250)
    PadCrop(-12)|sev3: mean=0.1109 (n=6250)
    Scale(0.85)|sev3: mean=0.1153 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=0.1021 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=0.1072 (n=6250)
    Rotation(+30)|sev3: mean=0.0942 (n=6250)
    Rotation(-30)|sev3: mean=0.0930 (n=6250)
    TextOverlay|sev3: mean=0.1189 (n=6250)
    BoxOverlay|sev3: mean=0.3236 (n=6250)
    RandomText|sev3: mean=0.1214 (n=6250)
    LowPassKeep(0.38)|sev3: mean=0.1081 (n=6250)
    HighPassKeep(0.38)|sev3: mean=0.0171 (n=6250)
    LowBandNoise(0.38)|sev3: mean=0.1144 (n=6250)
    HighBandNoise(0.38)|sev3: mean=0.1142 (n=6250)
    AllBandNoise(0.38)|sev3: mean=0.1149 (n=6250)
  wrong_instance_rate
    Base|sev0: mean=0.0586 (n=6250)
    Translation(+4)|sev1: mean=0.0587 (n=6250)
    Translation(-4)|sev1: mean=0.0595 (n=6250)
    PadCrop(+4)|sev1: mean=0.0629 (n=6250)
    PadCrop(-4)|sev1: mean=0.0578 (n=6250)
    Scale(0.95)|sev1: mean=0.0579 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=0.0654 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=0.0586 (n=6250)
    Rotation(+10)|sev1: mean=0.0560 (n=6250)
    Rotation(-10)|sev1: mean=0.0550 (n=6250)
    TextOverlay|sev1: mean=0.0594 (n=6250)
    BoxOverlay|sev1: mean=0.1250 (n=6250)
    RandomText|sev1: mean=0.0597 (n=6250)
    LowPassKeep(0.18)|sev1: mean=0.0541 (n=6250)
    HighPassKeep(0.18)|sev1: mean=0.0210 (n=6250)
    LowBandNoise(0.18)|sev1: mean=0.0594 (n=6250)
    HighBandNoise(0.18)|sev1: mean=0.0582 (n=6250)
    AllBandNoise(0.18)|sev1: mean=0.0573 (n=6250)
    Translation(+8)|sev2: mean=0.0587 (n=6250)
    Translation(-8)|sev2: mean=0.0606 (n=6250)
    PadCrop(+8)|sev2: mean=0.0614 (n=6250)
    PadCrop(-8)|sev2: mean=0.0576 (n=6250)
    Scale(0.90)|sev2: mean=0.0574 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=0.0653 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=0.0579 (n=6250)
    Rotation(+20)|sev2: mean=0.0574 (n=6250)
    Rotation(-20)|sev2: mean=0.0552 (n=6250)
    TextOverlay|sev2: mean=0.0600 (n=6250)
    BoxOverlay|sev2: mean=0.1829 (n=6250)
    RandomText|sev2: mean=0.0597 (n=6250)
    LowPassKeep(0.28)|sev2: mean=0.0579 (n=6250)
    HighPassKeep(0.28)|sev2: mean=0.0149 (n=6250)
    LowBandNoise(0.28)|sev2: mean=0.0582 (n=6250)
    HighBandNoise(0.28)|sev2: mean=0.0576 (n=6250)
    AllBandNoise(0.28)|sev2: mean=0.0589 (n=6250)
    Translation(+12)|sev3: mean=0.0590 (n=6250)
    Translation(-12)|sev3: mean=0.0606 (n=6250)
    PadCrop(+12)|sev3: mean=0.0626 (n=6250)
    PadCrop(-12)|sev3: mean=0.0579 (n=6250)
    Scale(0.85)|sev3: mean=0.0582 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=0.0656 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=0.0562 (n=6250)
    Rotation(+30)|sev3: mean=0.0542 (n=6250)
    Rotation(-30)|sev3: mean=0.0533 (n=6250)
    TextOverlay|sev3: mean=0.0598 (n=6250)
    BoxOverlay|sev3: mean=0.2502 (n=6250)
    RandomText|sev3: mean=0.0610 (n=6250)
    LowPassKeep(0.38)|sev3: mean=0.0573 (n=6250)
    HighPassKeep(0.38)|sev3: mean=0.0125 (n=6250)
    LowBandNoise(0.38)|sev3: mean=0.0562 (n=6250)
    HighBandNoise(0.38)|sev3: mean=0.0579 (n=6250)
    AllBandNoise(0.38)|sev3: mean=0.0573 (n=6250)
  no_prediction_rate
    Base|sev0: mean=0.2347 (n=6250)
    Translation(+4)|sev1: mean=0.2330 (n=6250)
    Translation(-4)|sev1: mean=0.2330 (n=6250)
    PadCrop(+4)|sev1: mean=0.2290 (n=6250)
    PadCrop(-4)|sev1: mean=0.2339 (n=6250)
    Scale(0.95)|sev1: mean=0.2350 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=0.2235 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=0.2317 (n=6250)
    Rotation(+10)|sev1: mean=0.2358 (n=6250)
    Rotation(-10)|sev1: mean=0.2376 (n=6250)
    TextOverlay|sev1: mean=0.2368 (n=6250)
    BoxOverlay|sev1: mean=0.2464 (n=6250)
    RandomText|sev1: mean=0.2368 (n=6250)
    LowPassKeep(0.18)|sev1: mean=0.2485 (n=6250)
    HighPassKeep(0.18)|sev1: mean=0.4632 (n=6250)
    LowBandNoise(0.18)|sev1: mean=0.2352 (n=6250)
    HighBandNoise(0.18)|sev1: mean=0.2350 (n=6250)
    AllBandNoise(0.18)|sev1: mean=0.2354 (n=6250)
    Translation(+8)|sev2: mean=0.2307 (n=6250)
    Translation(-8)|sev2: mean=0.2286 (n=6250)
    PadCrop(+8)|sev2: mean=0.2266 (n=6250)
    PadCrop(-8)|sev2: mean=0.2342 (n=6250)
    Scale(0.90)|sev2: mean=0.2354 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=0.2216 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=0.2318 (n=6250)
    Rotation(+20)|sev2: mean=0.2416 (n=6250)
    Rotation(-20)|sev2: mean=0.2435 (n=6250)
    TextOverlay|sev2: mean=0.2363 (n=6250)
    BoxOverlay|sev2: mean=0.2530 (n=6250)
    RandomText|sev2: mean=0.2371 (n=6250)
    LowPassKeep(0.28)|sev2: mean=0.2365 (n=6250)
    HighPassKeep(0.28)|sev2: mean=0.5664 (n=6250)
    LowBandNoise(0.28)|sev2: mean=0.2358 (n=6250)
    HighBandNoise(0.28)|sev2: mean=0.2344 (n=6250)
    AllBandNoise(0.28)|sev2: mean=0.2346 (n=6250)
    Translation(+12)|sev3: mean=0.2298 (n=6250)
    Translation(-12)|sev3: mean=0.2285 (n=6250)
    PadCrop(+12)|sev3: mean=0.2253 (n=6250)
    PadCrop(-12)|sev3: mean=0.2357 (n=6250)
    Scale(0.85)|sev3: mean=0.2347 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=0.2213 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=0.2310 (n=6250)
    Rotation(+30)|sev3: mean=0.2510 (n=6250)
    Rotation(-30)|sev3: mean=0.2501 (n=6250)
    TextOverlay|sev3: mean=0.2373 (n=6250)
    BoxOverlay|sev3: mean=0.2651 (n=6250)
    RandomText|sev3: mean=0.2382 (n=6250)
    LowPassKeep(0.38)|sev3: mean=0.2341 (n=6250)
    HighPassKeep(0.38)|sev3: mean=0.7603 (n=6250)
    LowBandNoise(0.38)|sev3: mean=0.2368 (n=6250)
    HighBandNoise(0.38)|sev3: mean=0.2342 (n=6250)
    AllBandNoise(0.38)|sev3: mean=0.2354 (n=6250)
  presence_error
    Base|sev0: mean=0.0859 (n=6250)
    Translation(+4)|sev1: mean=0.0850 (n=6250)
    Translation(-4)|sev1: mean=0.0851 (n=6250)
    PadCrop(+4)|sev1: mean=0.0854 (n=6250)
    PadCrop(-4)|sev1: mean=0.0850 (n=6250)
    Scale(0.95)|sev1: mean=0.0856 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=0.0826 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=0.0832 (n=6250)
    Rotation(+10)|sev1: mean=0.0848 (n=6250)
    Rotation(-10)|sev1: mean=0.0853 (n=6250)
    TextOverlay|sev1: mean=0.0888 (n=6250)
    BoxOverlay|sev1: mean=0.1643 (n=6250)
    RandomText|sev1: mean=0.0891 (n=6250)
    LowPassKeep(0.18)|sev1: mean=0.0962 (n=6250)
    HighPassKeep(0.18)|sev1: mean=0.2771 (n=6250)
    LowBandNoise(0.18)|sev1: mean=0.0872 (n=6250)
    HighBandNoise(0.18)|sev1: mean=0.0859 (n=6250)
    AllBandNoise(0.18)|sev1: mean=0.0853 (n=6250)
    Translation(+8)|sev2: mean=0.0824 (n=6250)
    Translation(-8)|sev2: mean=0.0819 (n=6250)
    PadCrop(+8)|sev2: mean=0.0816 (n=6250)
    PadCrop(-8)|sev2: mean=0.0845 (n=6250)
    Scale(0.90)|sev2: mean=0.0854 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=0.0808 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=0.0827 (n=6250)
    Rotation(+20)|sev2: mean=0.0917 (n=6250)
    Rotation(-20)|sev2: mean=0.0914 (n=6250)
    TextOverlay|sev2: mean=0.0890 (n=6250)
    BoxOverlay|sev2: mean=0.2288 (n=6250)
    RandomText|sev2: mean=0.0894 (n=6250)
    LowPassKeep(0.28)|sev2: mean=0.0870 (n=6250)
    HighPassKeep(0.28)|sev2: mean=0.3739 (n=6250)
    LowBandNoise(0.28)|sev2: mean=0.0867 (n=6250)
    HighBandNoise(0.28)|sev2: mean=0.0846 (n=6250)
    AllBandNoise(0.28)|sev2: mean=0.0861 (n=6250)
    Translation(+12)|sev3: mean=0.0824 (n=6250)
    Translation(-12)|sev3: mean=0.0821 (n=6250)
    PadCrop(+12)|sev3: mean=0.0821 (n=6250)
    PadCrop(-12)|sev3: mean=0.0862 (n=6250)
    Scale(0.85)|sev3: mean=0.0859 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=0.0818 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=0.0802 (n=6250)
    Rotation(+30)|sev3: mean=0.0979 (n=6250)
    Rotation(-30)|sev3: mean=0.0960 (n=6250)
    TextOverlay|sev3: mean=0.0898 (n=6250)
    BoxOverlay|sev3: mean=0.3086 (n=6250)
    RandomText|sev3: mean=0.0918 (n=6250)
    LowPassKeep(0.38)|sev3: mean=0.0840 (n=6250)
    HighPassKeep(0.38)|sev3: mean=0.5654 (n=6250)
    LowBandNoise(0.38)|sev3: mean=0.0856 (n=6250)
    HighBandNoise(0.38)|sev3: mean=0.0848 (n=6250)
    AllBandNoise(0.38)|sev3: mean=0.0853 (n=6250)
  sam3_score_margin
    Base|sev0: mean=0.5146 (n=4783)
    Translation(+4)|sev1: mean=0.5158 (n=4794)
    Translation(-4)|sev1: mean=0.5154 (n=4794)
    PadCrop(+4)|sev1: mean=0.5213 (n=4819)
    PadCrop(-4)|sev1: mean=0.5150 (n=4788)
    Scale(0.95)|sev1: mean=0.5138 (n=4781)
    ScalePadBlack(0.95)|sev1: mean=0.5271 (n=4853)
    ScalePadWhite(0.95)|sev1: mean=0.5239 (n=4802)
    Rotation(+10)|sev1: mean=0.5199 (n=4776)
    Rotation(-10)|sev1: mean=0.5221 (n=4765)
    TextOverlay|sev1: mean=0.5118 (n=4770)
    BoxOverlay|sev1: mean=0.4968 (n=4710)
    RandomText|sev1: mean=0.5113 (n=4770)
    LowPassKeep(0.18)|sev1: mean=0.5195 (n=4697)
    LowBandNoise(0.18)|sev1: mean=0.5137 (n=4780)
    HighBandNoise(0.18)|sev1: mean=0.5152 (n=4781)
    AllBandNoise(0.18)|sev1: mean=0.5156 (n=4779)
    Translation(+8)|sev2: mean=0.5221 (n=4808)
    Translation(-8)|sev2: mean=0.5186 (n=4821)
    PadCrop(+8)|sev2: mean=0.5263 (n=4834)
    PadCrop(-8)|sev2: mean=0.5148 (n=4786)
    Scale(0.90)|sev2: mean=0.5136 (n=4779)
    ScalePadBlack(0.90)|sev2: mean=0.5266 (n=4865)
    ScalePadWhite(0.90)|sev2: mean=0.5232 (n=4801)
    Rotation(+20)|sev2: mean=0.5205 (n=4740)
    Rotation(-20)|sev2: mean=0.5193 (n=4728)
    TextOverlay|sev2: mean=0.5113 (n=4773)
    BoxOverlay|sev2: mean=0.4778 (n=4669)
    RandomText|sev2: mean=0.5114 (n=4768)
    LowPassKeep(0.28)|sev2: mean=0.5213 (n=4772)
    LowBandNoise(0.28)|sev2: mean=0.5139 (n=4776)
    HighBandNoise(0.28)|sev2: mean=0.5160 (n=4785)
    AllBandNoise(0.28)|sev2: mean=0.5158 (n=4784)
    Translation(+12)|sev3: mean=0.5205 (n=4814)
    Translation(-12)|sev3: mean=0.5193 (n=4822)
    PadCrop(+12)|sev3: mean=0.5251 (n=4842)
    PadCrop(-12)|sev3: mean=0.5154 (n=4777)
    Scale(0.85)|sev3: mean=0.5144 (n=4783)
    ScalePadBlack(0.85)|sev3: mean=0.5274 (n=4867)
    ScalePadWhite(0.85)|sev3: mean=0.5234 (n=4806)
    Rotation(+30)|sev3: mean=0.5188 (n=4681)
    Rotation(-30)|sev3: mean=0.5209 (n=4687)
    TextOverlay|sev3: mean=0.5111 (n=4767)
    BoxOverlay|sev3: mean=0.4504 (n=4593)
    RandomText|sev3: mean=0.5108 (n=4761)
    LowPassKeep(0.38)|sev3: mean=0.5183 (n=4787)
    LowBandNoise(0.38)|sev3: mean=0.5147 (n=4770)
    HighBandNoise(0.38)|sev3: mean=0.5165 (n=4786)
    AllBandNoise(0.38)|sev3: mean=0.5159 (n=4779)
    HighPassKeep(0.18)|sev1: mean=0.4999 (n=3355)
    HighPassKeep(0.28)|sev2: mean=0.5005 (n=2710)
    HighPassKeep(0.38)|sev3: mean=0.5211 (n=1498)
  sam3_score_entropy
    Base|sev0: mean=0.5585 (n=4783)
    Translation(+4)|sev1: mean=0.5559 (n=4794)
    Translation(-4)|sev1: mean=0.5578 (n=4794)
    PadCrop(+4)|sev1: mean=0.5530 (n=4819)
    PadCrop(-4)|sev1: mean=0.5570 (n=4788)
    Scale(0.95)|sev1: mean=0.5584 (n=4781)
    ScalePadBlack(0.95)|sev1: mean=0.5345 (n=4853)
    ScalePadWhite(0.95)|sev1: mean=0.5449 (n=4802)
    Rotation(+10)|sev1: mean=0.5392 (n=4776)
    Rotation(-10)|sev1: mean=0.5360 (n=4765)
    TextOverlay|sev1: mean=0.5598 (n=4770)
    BoxOverlay|sev1: mean=0.5768 (n=4710)
    RandomText|sev1: mean=0.5596 (n=4770)
    LowPassKeep(0.18)|sev1: mean=0.5298 (n=4697)
    LowBandNoise(0.18)|sev1: mean=0.5593 (n=4780)
    HighBandNoise(0.18)|sev1: mean=0.5582 (n=4781)
    AllBandNoise(0.18)|sev1: mean=0.5574 (n=4779)
    Translation(+8)|sev2: mean=0.5493 (n=4808)
    Translation(-8)|sev2: mean=0.5538 (n=4821)
    PadCrop(+8)|sev2: mean=0.5410 (n=4834)
    PadCrop(-8)|sev2: mean=0.5568 (n=4786)
    Scale(0.90)|sev2: mean=0.5597 (n=4779)
    ScalePadBlack(0.90)|sev2: mean=0.5298 (n=4865)
    ScalePadWhite(0.90)|sev2: mean=0.5442 (n=4801)
    Rotation(+20)|sev2: mean=0.5299 (n=4740)
    Rotation(-20)|sev2: mean=0.5313 (n=4728)
    TextOverlay|sev2: mean=0.5592 (n=4773)
    BoxOverlay|sev2: mean=0.5998 (n=4669)
    RandomText|sev2: mean=0.5588 (n=4768)
    LowPassKeep(0.28)|sev2: mean=0.5382 (n=4772)
    LowBandNoise(0.28)|sev2: mean=0.5597 (n=4776)
    HighBandNoise(0.28)|sev2: mean=0.5559 (n=4785)
    AllBandNoise(0.28)|sev2: mean=0.5573 (n=4784)
    Translation(+12)|sev3: mean=0.5502 (n=4814)
    Translation(-12)|sev3: mean=0.5513 (n=4822)
    PadCrop(+12)|sev3: mean=0.5393 (n=4842)
    PadCrop(-12)|sev3: mean=0.5558 (n=4777)
    Scale(0.85)|sev3: mean=0.5569 (n=4783)
    ScalePadBlack(0.85)|sev3: mean=0.5283 (n=4867)
    ScalePadWhite(0.85)|sev3: mean=0.5433 (n=4806)
    Rotation(+30)|sev3: mean=0.5249 (n=4681)
    Rotation(-30)|sev3: mean=0.5230 (n=4687)
    TextOverlay|sev3: mean=0.5595 (n=4767)
    BoxOverlay|sev3: mean=0.6325 (n=4593)
    RandomText|sev3: mean=0.5598 (n=4761)
    LowPassKeep(0.38)|sev3: mean=0.5493 (n=4787)
    LowBandNoise(0.38)|sev3: mean=0.5581 (n=4770)
    HighBandNoise(0.38)|sev3: mean=0.5561 (n=4786)
    AllBandNoise(0.38)|sev3: mean=0.5566 (n=4779)
    HighPassKeep(0.18)|sev1: mean=0.4483 (n=3355)
    HighPassKeep(0.28)|sev2: mean=0.3873 (n=2710)
    HighPassKeep(0.38)|sev3: mean=0.2533 (n=1498)
  visual_low_freq_drift
    Base|sev0: mean=0.0000 (n=6250)
    Translation(+4)|sev1: mean=66.1493 (n=6250)
    Translation(-4)|sev1: mean=65.9104 (n=6250)
    PadCrop(+4)|sev1: mean=57.2348 (n=6250)
    PadCrop(-4)|sev1: mean=52.5394 (n=6250)
    Scale(0.95)|sev1: mean=25.6683 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=90.9959 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=87.9991 (n=6250)
    Rotation(+10)|sev1: mean=127.9066 (n=6250)
    Rotation(-10)|sev1: mean=127.8543 (n=6250)
    TextOverlay|sev1: mean=10.5478 (n=6250)
    BoxOverlay|sev1: mean=34.5659 (n=6250)
    RandomText|sev1: mean=13.2126 (n=6250)
    LowPassKeep(0.18)|sev1: mean=61.4641 (n=6250)
    HighPassKeep(0.18)|sev1: mean=96.0833 (n=6250)
    LowBandNoise(0.18)|sev1: mean=22.6945 (n=6250)
    HighBandNoise(0.18)|sev1: mean=17.0511 (n=6250)
    AllBandNoise(0.18)|sev1: mean=17.9520 (n=6250)
    Translation(+8)|sev2: mean=88.3267 (n=6250)
    Translation(-8)|sev2: mean=87.9458 (n=6250)
    PadCrop(+8)|sev2: mean=73.7895 (n=6250)
    PadCrop(-8)|sev2: mean=67.7141 (n=6250)
    Scale(0.90)|sev2: mean=26.7359 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=115.3371 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=111.3875 (n=6250)
    Rotation(+20)|sev2: mean=133.0406 (n=6250)
    Rotation(-20)|sev2: mean=133.1425 (n=6250)
    TextOverlay|sev2: mean=11.6667 (n=6250)
    BoxOverlay|sev2: mean=45.3157 (n=6250)
    RandomText|sev2: mean=15.6682 (n=6250)
    LowPassKeep(0.28)|sev2: mean=49.3604 (n=6250)
    HighPassKeep(0.28)|sev2: mean=104.5581 (n=6250)
    LowBandNoise(0.28)|sev2: mean=28.8550 (n=6250)
    HighBandNoise(0.28)|sev2: mean=22.2664 (n=6250)
    AllBandNoise(0.28)|sev2: mean=24.6448 (n=6250)
    Translation(+12)|sev3: mean=99.9018 (n=6250)
    Translation(-12)|sev3: mean=99.7060 (n=6250)
    PadCrop(+12)|sev3: mean=85.9050 (n=6250)
    PadCrop(-12)|sev3: mean=79.5638 (n=6250)
    Scale(0.85)|sev3: mean=28.3455 (n=6250)
    ScalePadBlack(0.85)|sev3: mean=129.0264 (n=6250)
    ScalePadWhite(0.85)|sev3: mean=123.7437 (n=6250)
    Rotation(+30)|sev3: mean=133.9689 (n=6250)
    Rotation(-30)|sev3: mean=134.0586 (n=6250)
    TextOverlay|sev3: mean=13.4856 (n=6250)
    BoxOverlay|sev3: mean=55.1907 (n=6250)
    RandomText|sev3: mean=18.7291 (n=6250)
    LowPassKeep(0.38)|sev3: mean=39.3077 (n=6250)
    HighPassKeep(0.38)|sev3: mean=114.7423 (n=6250)
    LowBandNoise(0.38)|sev3: mean=32.2597 (n=6250)
    HighBandNoise(0.38)|sev3: mean=25.4867 (n=6250)
    AllBandNoise(0.38)|sev3: mean=29.4566 (n=6250)
  visual_high_freq_drift
    Base|sev0: mean=0.0000 (n=6250)
    Translation(+4)|sev1: mean=56.3660 (n=6250)
    Translation(-4)|sev1: mean=56.3626 (n=6250)
    PadCrop(+4)|sev1: mean=57.0292 (n=6250)
    PadCrop(-4)|sev1: mean=55.9982 (n=6250)
    Scale(0.95)|sev1: mean=25.9932 (n=6250)
    ScalePadBlack(0.95)|sev1: mean=69.4111 (n=6250)
    ScalePadWhite(0.95)|sev1: mean=68.4115 (n=6250)
    Rotation(+10)|sev1: mean=68.7958 (n=6250)
    Rotation(-10)|sev1: mean=68.7832 (n=6250)
    TextOverlay|sev1: mean=6.7008 (n=6250)
    BoxOverlay|sev1: mean=20.5423 (n=6250)
    RandomText|sev1: mean=8.2026 (n=6250)
    LowPassKeep(0.18)|sev1: mean=51.7682 (n=6250)
    HighPassKeep(0.18)|sev1: mean=61.6729 (n=6250)
    LowBandNoise(0.18)|sev1: mean=23.3576 (n=6250)
    HighBandNoise(0.18)|sev1: mean=17.2133 (n=6250)
    AllBandNoise(0.18)|sev1: mean=18.2119 (n=6250)
    Translation(+8)|sev2: mean=64.0495 (n=6250)
    Translation(-8)|sev2: mean=64.0380 (n=6250)
    PadCrop(+8)|sev2: mean=67.4406 (n=6250)
    PadCrop(-8)|sev2: mean=66.0460 (n=6250)
    Scale(0.90)|sev2: mean=27.1582 (n=6250)
    ScalePadBlack(0.90)|sev2: mean=69.3824 (n=6250)
    ScalePadWhite(0.90)|sev2: mean=68.4715 (n=6250)
    Rotation(+20)|sev2: mean=68.9039 (n=6250)
    Rotation(-20)|sev2: mean=68.9194 (n=6250)
    TextOverlay|sev2: mean=7.2907 (n=6250)
    BoxOverlay|sev2: mean=26.6542 (n=6250)
    RandomText|sev2: mean=9.4973 (n=6250)
    LowPassKeep(0.28)|sev2: mean=44.5511 (n=6250)
    HighPassKeep(0.28)|sev2: mean=63.6828 (n=6250)
    LowBandNoise(0.28)|sev2: mean=30.0122 (n=6250)
    HighBandNoise(0.28)|sev2: mean=22.8060 (n=6250)
    AllBandNoise(0.28)|sev2: mean=25.5114 (n=6250)
